person_id,kind,tier,action,column,evidence,proposal
HCAP08411,description_reference_run,1,recover citations,09_description,"asangerinde, g.1842 m. Vicelandmåtaren Felix Brand. II 322.",II:322
HCAP08411,description_reference_run,2,trim the column,09_description,"Schousboe (f. ca. 1859), Datter af Otto S., Rolighed 2.9.1870.","svenskfinsk Operasangerinde, g.1842 m. Vicelandmåtaren Felix Brand. II 322."
HCAP08411,description_reference_run,2,no split — the entry already exists,09_description,"Schousboe (f. ca. 1859), Datter af Otto S., Rolighed 2.9.1870.",see existing Schousboe
HCAP08417,description_reference_run,1,recover citations,09_description,"i Storehedinge, død i Frederikssted paa St. Croix. IX 320.",IX:320
HCAP08417,description_reference_run,2,trim the column,09_description,"Schoustrup (»den lille Skoustrup«), 10.8. 1869.","Skibsfører, bor i Storehedinge, død i Frederikssted paa St. Croix. IX 320."
HCAP08417,description_reference_run,2,no split — the entry already exists,09_description,"Schoustrup (»den lille Skoustrup«), 10.8. 1869.",see existing Schoustrup
HCAP08463,description_reference_run,1,recover citations,09_description,Tigger 19.3.1875. X 420.,X:420
HCAP08463,description_reference_run,2,trim the column,09_description,"Schulz (Schulze?), Frue, Meudon 13.9. 1867.",Tigger 19.3.1875. X 420.
HCAP08463,description_reference_run,2,no split — the entry already exists,09_description,"Schulz (Schulze?), Frue, Meudon 13.9. 1867.",see existing Schulz
HCAP08643,given_names_tail,1,recover citations,04_given_names,"enograf 1872, Protokolsekretær 1894-1918, Forfatter. X 220.",X:220
HCAP08643,given_names_tail,2,trim the column,04_given_names,"Skram (Schram), Gustav","Erik, Søn af Gustav Schram, Rigsdagsstenograf 1872, Protokolsekretær 1894-1918, Forfatter. X 220."
HCAP08643,given_names_tail,2,no split — the entry already exists,04_given_names,"Skram (Schram), Gustav",see existing Skram
HCAP08746,description_reference_run,1,recover citations,09_description,kar. Oberst. VIII 313 317 319-20 323.,VIII:313;VIII:317;VIII:319;VIII:320;VIII:323
HCAP08746,description_reference_run,2,trim the column,09_description,"Spetz (maaske: Spatz), Napoli 5.3.1841.",kar. Oberst. VIII 313 317 319-20 323.
HCAP08746,description_reference_run,2,no split — the entry already exists,09_description,"Spetz (maaske: Spatz), Napoli 5.3.1841.",see existing Spetz
HCAP08890,description_reference_run,1,recover citations,09_description,fransk Officer og Militærskribent. II 354 358-59.,II:354;II:358;II:359
HCAP08890,description_reference_run,2,trim the column,09_description,"Stolberg (»en stiv, fornem Grev Stolberg«) (Oldenburg 10.6.1847).",fransk Officer og Militærskribent. II 354 358-59.
HCAP08890,description_reference_run,2,no split — the entry already exists,09_description,"Stolberg (»en stiv, fornem Grev Stolberg«) (Oldenburg 10.6.1847).",see existing Stolberg
HCAP08958,embedded_name_year,4,review by hand,09_description,"Stöver, J. H. (1825-1911),",a second person is buried in this description
HCAP09069,description_reference_run,1,recover citations,09_description,en ungarske Arkitekt Ferenc Schulz. VII 12 277 346. VIII 2.,II:300;VII:12;VII:277;VII:346;VIII:2
HCAP09069,description_reference_run,2,trim the column,09_description,"Søren (Søren Ebbesen?), Slagelse 24.3. 1826.","Skuespillerinde, g.1847 m. Skuespiller Christian Schmidt. II 300. — Se ogsaa: Smidt, Thora. Sønderup, Anna (1841-70), Forfatterinde, g.1868 m. den ungarske Arkitekt Ferenc Schulz. VII 12 277 346. VIII 2."
HCAP09069,description_reference_run,2,no split — the entry already exists,09_description,"Søren (Søren Ebbesen?), Slagelse 24.3. 1826.",see existing Søren
HCAP09069,embedded_name_year,4,review by hand,09_description,"Sønderup, Anna (1841-70),",a second person is buried in this description
HCAP09163,description_reference_run,1,recover citations,09_description,"Sognepræst i Jungshoved 1843, senere i Stavreby. IV 26.",IV:26
HCAP09163,description_reference_run,2,trim the column,09_description,"Thiele (»Onkel Thiele«, en af J.M.Thieles tre Brødre: Kontorchef i Fin","Sognepræst i Jungshoved 1843, senere i Stavreby. IV 26."
HCAP09163,description_reference_run,2,no split — the entry already exists,09_description,"Thiele (»Onkel Thiele«, en af J.M.Thieles tre Brødre: Kontorchef i Fin",see existing Thiele
HCAP09163,embedded_name_year,4,review by hand,09_description,"Thiele (»Onkel Thiele«, en af J.M.Thieles tre Brødre: Kontorchef i Fin",a second person is buried in this description
HCAP09225,description_reference_run,1,recover citations,09_description,"tmann (død 1874), g.1868 m. Chr. T. VIII 146. IX 27. X 339.",VIII:146;IX:27;X:339
HCAP09225,description_reference_run,2,trim the column,09_description,"Tyberg (fra 1866: Tybjerg), Erland (1863-1925), Søn af Chr. T., senere","Datter af Caroline Oltmann (død 1874), g.1868 m. Chr. T. VIII 146. IX 27. X 339."
HCAP09225,description_reference_run,2,no split — the entry already exists,09_description,"Tyberg (fra 1866: Tybjerg), Erland (1863-1925), Søn af Chr. T., senere",see existing Tyberg
HCAP09225,embedded_name_year,4,review by hand,09_description,"Thyberg (fra 1866: Tybjerg), Christian (1815-79),",a second person is buried in this description
HCAP09395,description_reference_run,1,recover citations,09_description,schweizisk Forfatter. IV 429.,IV:429
HCAP09395,description_reference_run,2,trim the column,09_description,"Toppel (Topler?), F. A. Serres Svoger, Maxen Juli 1856.",schweizisk Forfatter. IV 429.
HCAP09395,description_reference_run,3,split out a new row,09_description,"Toppel (Topler?), F. A. Serres Svoger, Maxen Juli 1856.",new entry: Toppel
HCAP09417,description_reference_run,1,recover citations,09_description,"tz U., g.1678 m. Lave Beck til Gladsaxe og Andrarum. II 36.",II:36
HCAP09417,description_reference_run,2,trim the column,09_description,"Ulla Maria (Pseud.), Forfatterinde.","Datter af Corfitz U., g.1678 m. Lave Beck til Gladsaxe og Andrarum. II 36."
HCAP09417,description_reference_run,3,split out a new row,09_description,"Ulla Maria (Pseud.), Forfatterinde.",new entry: Ulla
HCAP09442,embedded_name_year,4,review by hand,09_description,"Berlinghieri, Andrea (1772-1826),",a second person is buried in this description
HCAP09630,given_names_tail,2,trim the column,04_given_names,"Warberg (Vahrberg), Casten Adolf","C., Fører af Dampskibet Götheborg, Göta Kanal 1849. III 375."
HCAP09630,given_names_tail,2,no split — the entry already exists,04_given_names,"Warberg (Vahrberg), Casten Adolf",see existing Warberg
HCAP09947,given_names_tail,1,recover citations,04_given_names,"nfanteriet, 1864 Generalmajor, 1874 Generalløjtnant. V 127.",V:127
HCAP09947,given_names_tail,2,trim the column,04_given_names,Y. Yael,"J. A. P. F., Oberst i Infanteriet, 1864 Generalmajor, 1874 Generalløjtnant. V 127."
HCAP09947,given_names_tail,3,split out a new row,04_given_names,Y. Yael,new entry: Yael
HCAP09955,description_reference_run,1,recover citations,09_description,russisk Ritmester. IV 66. VIII 319.,IV:66;VIII:319
HCAP09955,description_reference_run,2,trim the column,09_description,"Uxkull (Uexkull), Clara, Friherreinde, f. Walter (1823-1909), g.1843 m",russisk Ritmester. IV 66. VIII 319.
HCAP09955,description_reference_run,3,split out a new row,09_description,"Uxkull (Uexkull), Clara, Friherreinde, f. Walter (1823-1909), g.1843 m",new entry: Uxkull
HCAP09979,description_reference_run,2,trim the column,09_description,"Zemlen (Zelmen), Napoli 1846, J.A. Josephsons Rejsefælle.","Slotsforvalter ved Christiansborg, Arkitekt, Kammerraad. V 446-47."
HCAP09979,description_reference_run,2,no split — the entry already exists,09_description,"Zemlen (Zelmen), Napoli 1846, J.A. Josephsons Rejsefælle.",see existing Zemlen
HCAP10023,embedded_name_year,4,review by hand,09_description,"Charlotte, Baronesse (1837-76),",a second person is buried in this description
HCAP02054 HCAP02055,exact_duplicate,4,merge — review by hand,(row),"Bretton, Florence, Baronesse",keep HCAP02054
HCAP06366 HCAP06367,exact_duplicate,4,merge — review by hand,(row),"Melchior, Emil",keep HCAP06366
HCAP00015 HCAP01188,ocr_twin,4,merge — review by hand,(row),Amesen Kali / Arnesen Kali  (5 shared pages),one scanner confusion apart (0.87)
HCAP00081 HCAP01971,similar_names,4,probably not a merge — review by hand,(row),Braminer / Brammer  (2 shared pages),alike but not an OCR confusion (0.80)
HCAP00118 HCAP02245,ocr_twin,4,merge — review by hand,(row),Burdett-Goutts / Burdett-Coutts  (7 shared pages),one scanner confusion apart (0.93)
HCAP00145 HCAP02565,ocr_twin,4,merge — review by hand,(row),Clausen-Schiitz / Clausen-Schütz  (6 shared pages),one scanner confusion apart (0.90)
HCAP00200 HCAP03071,ocr_twin,4,merge — review by hand,(row),Droscher / Dröscher  (6 shared pages),one scanner confusion apart (0.88)
HCAP05025 HCAP05174,similar_names,4,probably not a merge — review by hand,(row),Jensen / Jørgensen  (6 shared pages),alike but not an OCR confusion (0.80)
HCAP00232 HCAP03375,ocr_twin,4,merge — review by hand,(row),Femanda / Fernanda  (2 shared pages),one scanner confusion apart (0.80)
HCAP00268 HCAP02465,ocr_twin,4,merge — review by hand,(row),Gederfeld de Simonsen / Cederfeld de Simonsen  (2 shared pages),one scanner confusion apart (0.95)
HCAP00268 HCAP02466,ocr_twin,4,merge — review by hand,(row),Gederfeld de Simonsen / Cederfeld de Simonsen  (2 shared pages),one scanner confusion apart (0.95)
HCAP00282 HCAP02629,ocr_twin,4,merge — review by hand,(row),Golloredo-Mansfeld / Colloredo-Mansfeld  (2 shared pages),one scanner confusion apart (0.94)
HCAP00368 HCAP04752,ocr_twin,4,merge — review by hand,(row),Holsten-Lehn-Gharisius / Holsten-Lehn-Charisius  (6 shared pages),one scanner confusion apart (0.95)
HCAP00617 HCAP07298,similar_names,4,probably not a merge — review by hand,(row),Philipsen / Philips  (3 shared pages),alike but not an OCR confusion (0.88)
HCAP00625 HCAP07358,ocr_twin,4,merge — review by hand,(row),Piessy / Plessy  (3 shared pages),one scanner confusion apart (0.83)
HCAP00711 HCAP08185,ocr_twin,4,merge — review by hand,(row),Sayn-Wittgens tein-Berleburg / Sayn-Wittgenstein-Berleburg  (2 shared pages),one scanner confusion apart (0.98)
HCAP08907 HCAP08908,similar_names,4,probably not a merge — review by hand,(row),Storbritannien og Irland / Storbritannien og Wales  (2 shared pages),alike but not an OCR confusion (0.81)
