event_id,year,quarter,date_iso,ordering,title_da,title_en,text_da,text_en,bookmark_title_da,bookmark_title_en,legacy_slug,year_heading_da,year_heading_en,source_id
T0164,1832,1,1832-01-00,1,Januar - februar,January - February,"<p>Eventyret ""<a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=2"">Dødningen</a>"" trykkes i tysk oversættelse i Kopenhagener Börsenhalle, Mittheilungen aus dem Norden, red. af Fr. Thaarup.</p>","<p>A German translation of the fairy-tale ""Dødningen""(The Ghost) is printed in Kopenhagener Börsenhalle, Mittheilungen aus dem Norden, edited by Fr. Thaaurup.</p>","Syngestykke, opera","Ballad Opera, Opera",synge,<em>Levnedsbogen</em>,Levnedsbogen (The Biography),164
T0165,1832,2,1832-00-00,2,Foråret/sommeren,Spring/Summer,<p>HCA forelsker sig i Louise Collin.</p>,<p>HCA develops an infatuation for Louise Collin.</p>,,,,<em>Levnedsbogen</em>,Levnedsbogen (The Biography),165
T0166,1832,2,1832-05-03,3,,,"<p>Udkommer <em><a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=606"">Bruden fra Lammermoor</a>. Originalt romantisk Syngestykke i fire Acter. Musikken componeret af I. Bredal.</em></p>",<p>Publication of <em>Bruden fra Lammermoor. Originalt romantisk Syngestykke i fire Acter. Musikken componeret af I. Bredal (The Bride of Lammermoor. Original Romantic Ballad Opera in Four Acts. Music composed by I. Bredal)</em></p>,,,,<em>Levnedsbogen</em>,Levnedsbogen (The Biography),166
T0167,1832,2,1832-05-05,4,,,"<p>Førsteopførelse på Det kgl. Teater af <em><a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=606"">Bruden fra Lammermoor</a></em>. Opføres i alt 8 gange i HCAs levetid.</p>",<p>First performance at the Royal Theatre of <em>The Bride of Lammermoor</em>. Performed 8 times during HCA's life.</p>,,,,<em>Levnedsbogen</em>,Levnedsbogen (The Biography),167
T0168,1832,3,1832-00-00,5,Sommeren,Summer,"<p>Besøger prins Christian (den senere Chr. VIII) fattigstiftelsen Doctors Boder i Odense og beder om at hilse på HCAs mor. Siger til hende, at hun har stor ære af sin søn.</p>",<p>Prince Christian (later King Christian VIII) visits the almshouse Doctors Boder in Odense and asks to see HCA's mother. Tells her that she has reason to be very proud of her son.</p>,,,,<em>Levnedsbogen</em>,Levnedsbogen (The Biography),168
T0169,1832,2,1832-06-22,6,,,"<p>Af sted på sommerrejse til Sorø, Odense/Fyn og herregården Nørager, hvor HCA bliver i 14 dage.</p>","<p>Departure on a summer trip to Sorø, Odense/Funen and the manor-house Nørager, where HCA stays for 14 days.</p>",,,,<em>Levnedsbogen</em>,Levnedsbogen (The Biography),169
T0170,1832,3,1832-07-02,7,2. - 17. juli,2nd - 17th July,"<p>I Odense, bor hos oberst Høegh-Guldberg, aflægger sidste besøg hos moderen.</p>","<p>In Odense, staying with Colonel Høegh-Guldberg. Pays the last visit to his mother.</p>",,,,<em>Levnedsbogen</em>,Levnedsbogen (The Biography),170
T0171,1832,3,1832-07-17,8,17. juli - ca. 1. august,17th July - approx. 1st August,"<p>Ophold på de fynske herregårde Lykkesholm (hvor han synes, at den unge fru Lindegaard næsten gør alt for meget stads af ham og er parat til at opfylde alle hans ønsker), Bramstrup og Hofmansgave.</p>","<p>Visits several estates on Funen: Lykkesholm (where he feels that the young Mrs Lindegaard makes almost too much fuss over him and is willing to fulfil his every wish), also Bramstrup and Hofmansgave.</p>",,,,<em>Levnedsbogen</em>,Levnedsbogen (The Biography),171
T0172,1832,3,1832-08-01,9,1. - 4. august,1st - 4th August,"<p>Igen i Odense hos Høegh-Guldberg, besøg på Sanderumgård ved Odense. De sidste dage af Fyns-opholdet bor han på Hofmansgave.</p>","<p>Once again in Odense, staying with Høegh-Guldberg. Visits Sanderum Estate near Odense. The last few days on Funen are spent at Hofmansgave.</p>",,,,<em>Levnedsbogen</em>,Levnedsbogen (The Biography),172
T0173,1832,3,1832-08-29,10,,,<p>Tilbage i København igen.</p>,<p>Return to Copenhagen.</p>,Levnedsbogen,Levnedsbogen (The Biography),bogen,<em>Levnedsbogen</em>,Levnedsbogen (The Biography),173
T0174,1832,4,1832-10-00,11,Oktober,October,"<p>Skriver på sidste del af det - ufuldførte - erindringsmanuskript, der først kom til forskningens og offentlighedens kendskab, da litteraturprofessoren og HCA-forskeren Hans Brix i 1926 opdagede det på Det kgl. Bibliotek og udgav det under titlen <em><a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=804"">Levnedsbog</a>en</em>.</p>","<p>Working on the final part of the - incomplete - manuscript of memoirs, which did not come to the attention of researchers or of the public until 1926, when Hans Brix, professor of literature and HCA-researcher came across it at the Royal Library and published it under the name of <em>Levnedsbogen (The Biography).</em></p>",,,,<em>Levnedsbogen</em>,Levnedsbogen (The Biography),174
T0175,1832,4,1832-10-26,12,,,"<p>Udkommer <em><a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=607"">Ravnen eller Broderprøven</a>. Trylleopera i tre Acter, (efter Gozzis tragicomiske Eventyr). Musikken componeret af J.P.E. Hartmann.</em> I 1840 skrev Robert Schumann om Ravnen i <em>Neue Zeitschrift für Musik</em>:</p> <blockquote> <p>""Digteren har givet en Trylleopera, men ikke en dum barnagtig en, som tyske komponister så ofte må tage til takke med, men en tekst, hvori der er forstand og mening, ja, til og med poesi. Man finder tanker deri, værdige i sandhed en digter, overhovedet et ejendommeligt liv. Også dialogen er skrevet med ånd og vid"".</p> </blockquote>","<p>Publication of <em>The Raven or The Test of Brotherhood. Magic Opera in Three Acts, (based on Gozzi's tragi-comic fairy-tale). Music composed by J.P.E. Hartmann</em>. The title in Danish: <em>Ravnen eller Broderprøven. Trylleopera i tre Acter, (efter Gozzis tragicomiske Eventyr). Musikken componeret af J.P.E. Hartmann.</em></p> <p>In 1840, Robert Schumann commented on <em>The Raven</em> in Neue Zeitschrift für Musik:</p> <blockquote> <p>""The writer has produced a magic opera, but not a stupid, childish one, such as those with which German composers so often have to make do. Rather it is a text marked by comprehension and meaning, and yes, even by poetry. One finds in it thoughts which are truly worthy of a poet, in fact of a remarkable life. The dialogue is also characterised by intellect and wit"".</p> </blockquote>",,,,<em>Levnedsbogen</em>,Levnedsbogen (The Biography),175
T0176,1832,4,1832-10-27,13,,,"<p>Digtet ""Lille Viggo"" (""Lille Viggo, vil Du ride Ranke?"" - digtet er skrevet til Viggo Drewsen, f. 1830) trykkes i Nyeste Repertorium for Moerskabslæsning.</p>","<p>The poem ""Lille Viggo, vil du ride Ranke?"" (Little Viggo) - (written for Viggo Drewsen, born 1830) is printed in the magazine Nyeste Repertorium for Moerskabslæsning.</p>",,,,<em>Levnedsbogen</em>,Levnedsbogen (The Biography),176
T0177,1832,4,1832-10-29,14,,,"<p>Førsteopførelse på Det kgl. Teater af operaen <em>Ravnen</em> - ""i Anledning af Hendes Majestæt Dronningens og Hendes Kongelige Høihed Kronprindsessens høie Fødselsdag"". Operaen opføres i alt 10 gange i HCAs levetid.</p>","<p>First performance at the Royal Theatre of <em>Ravnen (The Raven)</em> - ""in honour of Her Majesty The Queen and Her Royal Highness The Crown Princess's esteemed birthday"". The opera is performed a total of 10 times during HCA's life.</p>",,,,<em>Levnedsbogen</em>,Levnedsbogen (The Biography),177
T0178,1832,4,1832-12-07,15,,,"<p>Søger rejsestipendium hos fonden ad usus publicos (den kongelige kasse til understøttelse af kunst og videnskab).<a name=""dec18""></a></p>","<p>Applies for a travel grant from the fund ad usus publicos (the royal fund which supports art and science).</p> <p><a name=""dec18""></a></p>",,,,<em>Levnedsbogen</em>,Levnedsbogen (The Biography),178
T0179,1832,4,1832-12-18,16,,,"<p>Udkommer digtsamlingen <a href=""http://www.andersen.sdu.dk/vaerk/aarets/index.html""><em>Aarets tolv Maaneder, tegnede med Blæk og Pen,</em></a> som HCA overrækker til Fr. VI, idet han samtidig gør kongen opmærksom på sit behov for at komme ud på en stor dannelsesrejse.<br> <br> </p> <hr> <p style=""text-align: right"">Last revision:23.6.2001 Š Johan de Mylius.</p>","<p>Release of the collection of poems: <em><a href= ""http://www.andersen.sdu.dk/vaerk/aarets/index_e.html"">Aarets tolv Maaneder, tegnede med Blæk og Pen (The Twelve Months of the Year, Portrayed in Ink and Pen)</a></em> which HCA presents to King Frederik VI, taking the opportunity to inform the king of his need to undertake a lengthy journey of personal development or ""bildung"".<br> <br> </p>",,,,<em>Levnedsbogen</em>,Levnedsbogen (The Biography),179
T0180,1833,1,1833-01-01,1,,,"<p>Louise Collin forlover sig med auditør W. Lind (de bliver gift 1840). HCA er i denne tid inde i en depressionsperiode. Til Henriette Wulff skriver han d. 16. februar:</p> <blockquote> <p>""Der er Blade i Hjertets Dagbog, der saa ganske er sammenklinede at kun vor Herre kan lukke dem op, og i hvor aabenhjertig jeg end kan være, er der Sorger hvis Grund jeg aldrig tør [dvs. kan] pege paa; det ligger i en Følelse hos mig, som jeg ikke ret veed Navn paa! - Jeg har været Barn, lige til jeg blev over Ungdoms Alderen. Jeg har aldrig kjendt hvad Ungdom egentligt var! Jeg føler en uendelig Trang derefter; Lyst til at rive mig løs fra Griller og Vaner og som fornuftig Menneske nyde Livet, der er saa meget jeg vil glemme, for at lære noget Bedre, men Terningspillet [afgørelsen af hans ansøgning om rejsestipendium] drager længe ud"".</p> </blockquote>","<p>Louise Collin is engaged to W. Lind, who is a prosecutor in military or railway matters, (they are married in 1840). HCA is, at this time, suffering from a period of depression. On 16th February he writes to Henriette Wulff:</p> <blockquote> <p>""There are pages in the diary of the heart which are so thoroughly stuck together that only Our Lord can open them up, and no matter how candid I otherwise may be, there are sorrows the cause of which I am not able to illuminate; it lies within a feeling buried inside me, which I can not name! I have been a child right until I was beyond youth. I have never really experienced youth! I feel a desperate need for this; a desire to free myself from whims and habits and to enjoy life as a sensible person. There is so much I wish to forget, in order to learn something of more worth, but the game of dice is drawn out at length""[the latter is a reference to the decision concerning the travel grant].</p> </blockquote>",Første officielle HCA-portræt,First Official Portrait of HCA,portr,Den store dannelsesrejse,The Great Journey of Personal Development (Bildung),180
T0181,1833,1,1833-01-00,2,Januar - april: (antagelig),January - April: (presumably),<p>Tegner maleren Adam August Müller HCA. Det er det første professionelle portræt af HCA.</p>,<p>The painter Adam August Müller paints HCA. It is the first professional portrait of HCA.</p>,,,,Den store dannelsesrejse,The Great Journey of Personal Development (Bildung),181
T1479,1833,,1833-00-00,3,Dette år,This year,"<p>Dette år færdiggør HCA vaudevillen <em>Spanierne i Odense,</em> der dog ikke udgives og opføres før 1836. Emnet tages op igen i 1865 i <em><a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=637"">Da Spanierne var her</a>.</em></p>","<p>In this year, HCA finishes the vaudeville <em>Spanierne i Odense (The Spaniards in Odense)</em> which is not, however, published or performed until 1836. The subject matter is taken up once more in 1865 in <em>Da Spanierne var her (When The Spaniards Were Here).</em></p>",,,,Den store dannelsesrejse,The Great Journey of Personal Development (Bildung),1479
T0182,1833,1,1833-03-04,4,,,"<p>Udkommer ""Morgenblatt für gebildete Stände"" med en præsentation af HCA ved Chamisso samt 3 digte, som Chamisso har oversat (""<a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=1541"" title=""Soldaten (Med dæmpede hvirvler trommerne gå). Digte, 1830"">Der Soldat</a>"", ""<a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=1540"" title=""Tyveknægten (I vuggen ligger det spæde nor), 1829"">Muttertraum</a>"" og ""<a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=1551"" title=""Martsviolerne (Sig himlen hvælver så ren og klar). Digte, 1830"">Märtsveilchen</a>"". Robert Schumann sætter musik til disse digte). HCA havde efter sit besøg i Berlin foræret Chamisso <em><a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=1302"">Phantasier og Skizzer</a>.</em></p>","<p>Publication of ""Morgenblatt für gebildete Stände""(Morning Paper for the Cultured Estates) including a presentation of HCA by Chamisso, as well as 3 poems translated by Chamisso (""<a href=""http://www.andersen.sdu.dk/vaerk/register/info_e.html?vid=1541"">The Soldier</a>"" (""Der Soldat""), ""<a href=""http://www.andersen.sdu.dk/vaerk/register/info_e.html?vid=1540"">Dream of Mother</a>"" (""Muttertraum"") and ""<a href=""http://www.andersen.sdu.dk/vaerk/register/info_e.html?vid=1551"">A Moment in March</a>"" (""Märtsveilchen""). Robert Schumann composes music to accompany these poems.) After his visit to Berlin, HCA had given Chamisso a copy of <em>Phantasier og Skisser (Fantasies and Sketches).</em></p>",,,,Den store dannelsesrejse,The Great Journey of Personal Development (Bildung),182
T0183,1833,1,1833-03-13,5,,,"<p>Får rejsestipendium bevilget ved kgl. resolution fra fonden ad usus publicos (600 rdl. årligt i to år, får desuden senere en ekstrabevilling på 200 rdl.). Måneden før (d. 16.) havde HCA skrevet til Henriette Wulff:</p> <blockquote> <p>""Det er en indgroet Tanke hos mig, at kun ved, at jeg rives løs fra den øieblikkelige Omgivning, kan der blive Noget af mig; skal jeg blive her, da gaaer jeg til Grunde!""</p> </blockquote>","<p>Is allocated a travel grant, by royal order, from the fund ad usus publicos (600 rdl. pr. year for two years, also receives an added grant of 200 rdl. at a later date). HCA had written to Henriette Wulff the month before (16th) saying:</p> <blockquote> <p>""I am convinced that unless I am torn away from my momentary surroundings, I will amount to nothing; I shall perish if I am to remain here!""</p> </blockquote>",,,,Den store dannelsesrejse,The Great Journey of Personal Development (Bildung),183
T0184,1833,1,1833-03-28,6,,,"<p>Udkommer <em><a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=608"">Dronningen paa 16 Aar</a>. Drama i to Acter, oversat efter Bayards ""La reine de seize ans"".</em> Udgives som nr. 47 af Det Kongelige Teaters Repertoire, 2. Del.</p>","<p>Release of <em>The 16 Year-Old Queen. A Drama in Two Acts, translated from Bayard's ""La reine de seize ans""(Dronningen paa 16 aar. Drama i to Acter, oversat efter Bayards ""La reine de seize ans)</em>. Published as no. 47 in the Royal Theatre's repertoire, part 2.</p>",,,,Den store dannelsesrejse,The Great Journey of Personal Development (Bildung),184
T0185,1833,1,1833-03-29,7,,,"<p>Førsteopførelse af <em><a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=608"">Dronningen paa 16 Aar</a>.</em> Opføres i alt 44 gange i HCAs levetid.</p>",<p>First performance of <em>Dronningen paa 16 Aar (The Sixteen Year-old Queen)</em>. The play is staged a total of 44 times during HCA's life.</p>,,,,Den store dannelsesrejse,The Great Journey of Personal Development (Bildung),185
T0186,1833,2,1833-04-00,8,April,April,"<p>Giver inden afrejsen sit ufuldendte manuskript til en erindringsbog - der skulle henligge til efter hans død - til Edvard Collin. <em><a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=804"">Levnedsbog</a>en,</em> som dens titel senere blev, tjener både som en personlig legitimation over for den collinske kreds og som en kunstners selvforklaring.</p>","<p>Before departing on his journey, HCA gives Edvard Collin the incomplete manuscript to a book of memoirs - it was to be kept in safe-keeping until after his death. <em>Levnedsbogen (The Biography)</em>, as it would later be named, serves not only as a personal legitimacy vis-à-vis the circle around Collin, but also as an artist's self-justification.</p>",,,,Den store dannelsesrejse,The Great Journey of Personal Development (Bildung),186
T0187,1833,2,1833-04-21,9,,,"<p>Inden HCAs afrejse indfører H.C. Ørsted følgende i hans stambog: ""Fornuften i Fornuften = det Sande/ Fornuften i Villien = det Gode/ Fornuften i Phantasien = det Skjønne"". - Treklangen af det sande, det gode og det skønne er essensen af tidens tænkemåde og normer (her i Ørsteds specielle udgave fortolket efter ""fornuften""), men med rod tilbage til de borgerlige dannelsesidealer, som de blev udformet fra ca. 1750.</p>","<p>Before HCA's departure, H.C. Ørsted makes the following entry in his album:</p> <p>Reason in reason = truth<br> Reason in will = the good<br> Reason in imagination = beauty</p> <p>Such a triad of truth, the good and beauty is the essence of thought and norms of the day (here in Ørsted's particular version, interpreted on the basis of ""reason"", but stemming from the ideals of the bourgois classes, which developed from approx. 1750 on.</p> <p> </p> <p> </p>",Den store dannelsesrejse,"The Great Journey of Personal Development or ""Bildung""",rejsen,Den store dannelsesrejse,The Great Journey of Personal Development (Bildung),187
T0188,1833,2,1833-04-22,10,,,"<p>Afrejse fra København (samme dag ophører hans lejemål hos Charlotte Schrøder i St. Kongensgade 33/10) over Lübeck, Hamborg, Celle, Hannover til Kassel, hvor HCA besøger komponisten Ludwig Spohr. Med Spohr underholder han sig om Weyse og Kuhlau, og Spohr skriver en kánon i hans stambog. - Videre over Frankfurt a. M. til Mainz, Rhintur til Koblenz, tilbage til Mainz. Over Metz og Verdun til Paris.</p>","<p>Departure from Copenhagen (on the same day HCA's tenancy with Charlotte Schrøder in St. Kongensgade 33/10 is terminated) via Lübeck, Hamburg, Celle, Hannover, to Kassel, where HCA visits the composer Ludvig Spohr. He and Spohr amuse themselves with talk of Weyse and Kuhlau, and Spohr writes a three-line pica in his journal. Continues on via Frankfurt am Main to Mainz, from Rhintur to Koblenz, then returns to Mainz. Via Metz and Verdun to Paris.</p>",,,,Den store dannelsesrejse,The Great Journey of Personal Development (Bildung),188
T0189,1833,2,1833-05-10,11,10. maj - 15. august,10th May - 15th August,<p>Ophold i Paris.</p>,<p>Staying in Paris.</p>,,,,Den store dannelsesrejse,The Great Journey of Personal Development (Bildung),189
T0190,1833,2,1833-05-25,12,,,"<p>Besøger den landsforviste P.A. Heiberg (Johan Ludvig Heibergs far), der nu næsten er blind. HCA har hørt, at han skal være uvenlig mod danskere, der besøger ham, men finder ham ""meget elskværdig"" (dagbogen). Heiberg ser sin død som nært forestående og citerer sin gravskrift for HCA.</p>","<p>Visits the exiled P.A. Heiberg (father of Johan Ludvig Heiberg), who is now almost blind. HCA has heard that he is supposedly rude to Danes who visit him, but in actual fact finds him to be ""most kind""(the diary). Heiberg considers his death to be forthcoming and reads his epitaph aloud for HCA.</p>",,,,Den store dannelsesrejse,The Great Journey of Personal Development (Bildung),190
T0191,1833,2,1833-06-25,13,,,"<p>Finder (antagelig) første møde med digteren Heinrich Heine sted. Heines <em>Buch der Lieder</em> og <em>Harzreise</em> havde været en vigtig inspiration for den unge HCA, der genkendte noget af sin egen ""Weltschmerz"" i Heines digtning og lærte af hans ironisk-spottende leg med de romantiske følelsesregistre.</p>","<p>Presumably the date of his first meeting with Heinrich Heine, the poet. Heine's <em>Buch der Lieder (Book of Songs)</em> and <em>Harzreise (Journey to The Harz)</em> had been an important source of inspiration for the young HCA, who recognised some of his own ""Weltschmerz""(existential pain) in Heine's poetry and learned from his ironic and mocking way of playing with the whole sphere of emotions rooted in romanticism.</p>",,,,Den store dannelsesrejse,The Great Journey of Personal Development (Bildung),191
T0192,1833,3,1833-08-14,14,,,"<p>Besøger digteren Victor Hugo, der er en eksponent for fransk ""romantisme"", som sammen med tilsvarende strømninger fra England og Tyskland får betydning for 1830rnes litteratur i Danmark, inklusive HCA.<br> Sender samme dag 1. del af <em><a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=609"">Agnete og Havmanden</a></em> hjem.</p>","<p>Visits the writer Victor Hugo, an exponent of French ""romanticism"", which, along with related influences from England and Germany, has a significant impact on Danish literature in the 1830's, including the work of HCA.<br> On this day, sends home part one of <em>Agnete og Havmanden (Agnete and the Merman)</em>.</p>",,,,Den store dannelsesrejse,The Great Journey of Personal Development (Bildung),192
T0193,1833,3,1833-08-15,15,,,"<p>Fra Paris over den schweiziske grænse til Genève, hvor HCA ankommer 19. august.</p>","<p>From Paris via the Swiss border to Geneva, where HCA arrives 19th August.</p>",,,,Den store dannelsesrejse,The Great Journey of Personal Development (Bildung),193
T0194,1833,3,1833-08-20,16,,,"<p>Udkommer <em><a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=1305"">Samlede Digte</a>.</em> Indeholder afdelingerne ""Elegiske Digte"", ""Romanzer og fortællende Digte"", ""Blandede Digte"", ""Humoristiske Digte"", ""Genre-Malerier"" og ""Komiske Fortællinger"", i alt 158 digte.</p>","<p>Release of <em>Samlede Digte (Collected Poems)</em>. This includes the chapters: ""Elegiac Poems"", ""Romances and Descriptive Poems"", ""Assorted Poems"", ""Humorous Poems"", ""Genre Paintings""and """"Comic Tales"". 158 poems in total.</p>",,,,Den store dannelsesrejse,The Great Journey of Personal Development (Bildung),194
T0195,1833,3,1833-08-22,17,,,"<p>Fra Genève over Genfersøen til Lausanne, Neuchatel og Le Locle. Bor hos familien Houriet i Le Locle fra 25. august til 14. september (""Her i Huset leve to gamle Søstre, Jomfruer, de ordentlig dægge for mig, baldyre mine Hoser, stoppe Pariser-Hullerne og give mig Blomster og Syltetøi! Det er Søstre af Urban Jürgensens Enke hjemme"", som HCA skriver i et brev til Signe Læssøe af 12. september).<br> Fuldfører her <em><a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=609"">Agnete og Havmanden</a>,</em> hvis 2. del sendes hjem 12. september.</p>","<p>From Geneva via Lake Genfer to Lausanne, Neuchatel and Le Locle. Stays with the Houriet family in Le Locle from 25th August to 14th September (""In this house there are two elderly sisters, old maids, they make quite a fuss of me, embroidering my hose, darning the holes from Paris, and giving me flowers and jam!"". They are the sisters of Urban Jürgensen's widow at home, as HCA mentions in a letter to Signe Læssøe dated 12th September).<br> Completes <em>Agnete and The Merman</em>, and sends part 2 home on 12th September.</p>",,,,Den store dannelsesrejse,The Great Journey of Personal Development (Bildung),195
T0196,1833,3,1833-08-24,18,,,"<p>I anledning af Oehlenschlägers besøg i Göteborg står i Götheborgs Dagblad en ny oversættelse af HCAs ""Det døende Barn"", men fejlagtigt tillagt Oehlenschläger! Overskriften er: ""Det döende Barnet, efter Oehlenschläger"".</p>","<p>In honour of Oehlenschläger's visit to Göteborg, the newspaper Göteborg Dagblad prints a new translation of HCA's ""Det Døende Barn""(The Dying Child), but incorrectly attributed to Oehlenschläger! The title is: ""The Dying Child, by Oehlenschläger"".</p>",,,,Den store dannelsesrejse,The Great Journey of Personal Development (Bildung),196
T0197,1833,3,1833-09-15,19,,,"<p>Videre til Milano, Genua, Rapallo, Pisa, Livorno og Pisa igen (7. oktober).</p>","<p>On to Milan, Genoa, Rapallo, Pisa, Livorno and Pisa once more (7th October).</p> <p> </p>",Moderens død,Death of Mother,doed,Den store dannelsesrejse,The Great Journey of Personal Development (Bildung),197
T0198,1833,4,1833-10-07,20,,,<p>HCAs mor dør.</p>,<p>HCA's mother dies.</p>,,,,Den store dannelsesrejse,The Great Journey of Personal Development (Bildung),198
T0199,1833,4,1833-10-08,21,,,"<p>Videre til Firenze, Perugia, Terni og til Rom.</p>","<p>On to Florence, Perugia, Terni and Rome.</p>",,,,Den store dannelsesrejse,The Great Journey of Personal Development (Bildung),199
T0200,1833,4,1833-10-18,22,,,"<p>Ankomst til Rom, hvor HCA er til 12. februar 1834. I <em>Mit Livs Eventyr</em> kalder han Rom ""den By af alle Byer i Verden, hvor jeg snart følte mig som født og hjemme"".<br> Møder straks Thorvaldsen, der siden 1797 boede i Rom og nu var en af de førende billedhuggere i Europa og drev store billedhuggerværksteder med mange ansatte. Thorvaldsen var desuden hovedfiguren i det liv, der udfoldede sig i den skandinaviske kunstnerkoloni i Rom. -<br> Opholdet i Rom bliver den store åbenbaring af bildende kunst for HCA og får betydning for hans egen form- og farvesans. Bekendtskabet og det efterhånden meget nære venskab med Thorvaldsen kommer til at styrke HCA meget i hans på denne tid vaklende tro på eget kunstnerværd.</p>","<p>Arrival in Rome, where HCA remains until 12th February 1834. In <em>The Fairy Tale of My Life (Mit Livs Eventyr)</em> he describes Rome as follows; ""of all the cities in the world, the one where I soon came to feel completely at home"".<br> Meets Thorvaldsen straight away. Thorvaldsen the Dane had lived in Rome since 1797 and was now one of the leading sculptors in Europe and ran large sculptor workshops with many employees. Moreover, Thorvaldsen was at the centre of life in the Scandinavian colony of artists in Rome.<br> The time spent in Rome turns out to be a great revelation of the visual arts for HCA and influences his own sense of form and colour. Meeting and, after a while, becoming friends with Thorvaldsen would eventually strengthen HCA in his faith in his own worth as an artist, which was fairly weak at this time.</p>",,,,Den store dannelsesrejse,The Great Journey of Personal Development (Bildung),200
T0201,1833,4,1833-11-00,23,November,November,"<p>I det svenske Magasin för konst, nyheter och moder genoptrykkes ""Det döende Barnet, efter Oehlenschläger"" (!), samme oversættelse som i Götheborgs Dagblad fra august. Digtet er her ledsaget af et billede, der viser et nøgent barn på en madras ude i naturen, omgivet af en betænksom mor og en engel. Digtet kommer i øvrigt i nye oversættelser i 1839, 1847 og 1849.</p>","<p>""The Dying Child by Oehlenschläger""(!) is reprinted in the Swedish Magasin för konst, nyheter och moder. It is the same translation as that seen in Götheborgs Dagblad""in August. The poem is accompanied by a picture of a naked child on a mattress in a nature setting, surrounded by a caring mother and an angel. The poem also appears in new translations in 1839, 1847 and 1849.</p>",,,,Den store dannelsesrejse,The Great Journey of Personal Development (Bildung),201
T0202,1833,4,1833-11-21,24,,,"<p>Henrik Hertz ankommer til Rom. HCA, der straks går ud med ham og skaffer ham værelser og i den følgende tid omgås ham meget, er indstillet på at slå en streg over sin gamle følelse af fjendskab mod Hertz, der jo havde latterliggjort ham i sine <em>Gjengangerbreve.</em> Det kommer så vidt mellem dem, at de før jul kan sidde og udveksle sladder om teaterhistorier og liderlighed (dagbogen d. 21. december).</p>","<p>Henrik Hertz arrives in Rome. HCA, who immediately helps him obtain lodgings and spends a lot of time with him in the next few weeks, is prepared to forget his earlier feelings of hostility towards Hertz, who had ridiculed HCA in his <em>Gjengangerbreve (Ghost Letters)</em>.<br> In fact, they get to be so chummy that they are able to sit and gossip about the theatre and other more lewd and bawdy topics (the diary, 21st December).</p>",,,,Den store dannelsesrejse,The Great Journey of Personal Development (Bildung),202
T0203,1833,4,1833-12-08,25,,,<p>HCA bliver tegnet af Albert Küchler.</p>,<p>Albert Küchler draws HCA.</p>,,,,Den store dannelsesrejse,The Great Journey of Personal Development (Bildung),203
T0204,1833,4,1833-12-16,26,16. december,16th December,"<p>Får brev fra Jonas Collin om moderens død. Skriver herom til Henriette Wulff:</p> <blockquote> <p>""Hendes Stilling var ublid, og jeg kunde næsten Intet gjøre for hende; det har tidt bedrøvet mig hjemme; men tale derom kunde jeg aldrig! Nu har vor Herre taget sig af hende, jeg takker ogsaa sønligt derfor; men det har dog grebet mig dybt. Nu er jeg da virkelig ganske ene, - intet Væsen er af Naturen bundet til at elske mig"".</p> </blockquote>","<p>Receives a letter from Jonas Collin regarding the death of his mother. Writes about this to Henriette Wulff:</p> <blockquote> <p>""Her position in life was harsh, and I could do almost nothing for her; this often saddened me at home, but I could never discuss it! Now the Lord has taken her into his care, and for this I am respectfully grateful; it has, however, affected me deeply. Now I really am quite alone, - no longer is any creature bound by nature to love me"".</p> </blockquote>",,,,Den store dannelsesrejse,The Great Journey of Personal Development (Bildung),204
T0205,1833,4,1833-12-23,27,,,"<p><em><a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=609"">Agnete og Havmanden</a>. Dramatisk Digt</em> udkommer. Rummer to dele: ""Agnete paa Holmegaard"" og ""Agnete, Havmandens Viv"".</p>","<p>Publication of <em>Agnete og Havmanden</em>. <em>Dramatisk Digt (Agnete and the Merman. Dramatic Poem)</em>. Includes two parts: ""Agnete at Holmegaard""and ""Agnete, the Merman's Wife"".</p>",,,,Den store dannelsesrejse,The Great Journey of Personal Development (Bildung),205
