entity_id,label,lang,method,confidence
Reg001340,Fortællinger og Vers for Store og Smaa (1866) (Chr. Richardt og G. Rode),da,detector,0.812
Reg001444,Gesammelte Schriften (J. C. Biernatzski),de,detector,0.75
Reg002214,Läsning för barn (Zacharias Topelius),sv,detector,0.998
Reg002923,Samlade dikter I-V (Karl August Nicander),sv,detector_cue,0.649
Reg003162,Sämtliche Werke in Einem Bande (Silvio Pellico),de,detector,0.951
Reg003161,Sämtliche Werke (1-Binds Udg.) (Fr. von Schiller),de,detector,0.889
Reg003459,"Vintergrønt. Nye Fortællinger og Digte, danske, norske og svenske. Udg. af Christian Richardt",da,detector,0.985
Reg003470,Volksmärchen von Peter Leberecht II (L. Tieck).,de,detector,0.88
Reg000183,Album poétique (Henri Blanvalet),fr,detector_cue,0.564
Reg000206,Altschottische und altenglische Volksballaden (W. Von Dönniges),de,detector,0.93
Reg000212,Amor als Landschaftsmaler (J. W. von Goethe),de,detector,0.768
Reg000224,An die Freude (Fr. von Schiller),de,detector_cue,0.425
Reg000226,Andreas und Marfa (F. M. Bodenstedt),de,detector_cue,0.271
Reg001706,I'Ange et l'enfant (Jean Reboul),fr,detector_cue,0.343
Reg000277,"Auf den Tod eines reichen Biedermannes, meines unvergesslichen Freundes (I. F. Castelli)",de,detector,0.987
Reg000314,"Barnligheten (»Lilla Clara, förebrå ej mig -«) (Michael Choræus)",sv,detector,0.816
Reg001587,Het Boek Job (J. J. L. ten Kate),nl,detector,0.655
Reg003534,"[Bønskrift til Kejser Franz om at beholde Hatten paa, naar Folk hilser ham paa Gaden] (I. F. Castelli)",da,detector,0.701
Reg000443,"Cantate ved Christopher Sødring og Julie Sødring, f. Rosenkildes Sølvbryllupsfest (Nicolaj Bøgh)",da,detector,0.692
Reg000445,Cantate ved Indvielsen af Studenterforeningsbygningen (Chr. Richardt),da,detector,0.705
Reg000470,Chants populaires du Nord (Xavier Marmier),fr,detector,0.755
Reg000569,Dania. Eine Auswahl dänischer Gedichte im Versmasse der Originale übersetzt von Emanuel Bendix. Zweite Auflage. Berlin 1875.,de,detector,0.998
Reg003607,"»De oudheid verhaalt ons van menschen, wier zielen -« (af: Nieuwe Winde-Kelken) (J. P. Hasebroek)",nl,detector,0.97
Reg003610,"»Den Wåg här rusar fram, till ärestod du får -« (B. Lidner) (Tekst)",sv,detector,0.702
Reg000838,Des Deutschen Vaterland (»Was ist dem Deutschen Vaterland?«) (Ernst Moritz Arndt),de,detector,0.732
Reg000864,"Dichtungen (Alex. Petöfi). Nach dem Ungarischen, in eigenen wie fremden Uebersetzungcn gesammelt von K. M. Kertbeny",de,detector,0.995
Reg000863,Dichtungen (1844) (J. G. Seidl),de,detector,0.917
Reg000940,Digte af Jens Baggesen. I et Udvalg samlede og udgivne af August Baggesen,da,detector,0.894
Reg000943,"Digteren Hr. Etatsraad H.C. Andersens eget Eventyr, ved Festen i Odense d. 6. December 1867 i 5 Sange af P. (Peter E. Petersen)",da,detector,0.787
Reg001979,La Divina Commedia (Dante),it,detector_cue,0.342
Reg000987,Drei Tage und drei Farben (Karl Simrock),de,detector,0.667
Reg003621,»Ein Bächlein war es und wurde ein Strom -« (Benedikt Morel) (Tekst),de,detector_cue,0.537
Reg001047,Eleonore. Ein Lebensbild (Eugène Peschier),de,detector_cue,0.619
Reg003622,"»Enge wohnte man sonst, weit war es aber im Herzen -« (Schneer, Nürnberg) (Tekst)",de,detector,0.955
Reg001187,Erzählende Dichtungen (Alexander Petöfi),de,detector,1.0
Reg003624,»Es ist eine seltsame Sache -« (I. F. Castelli),de,detector,0.902
Reg001232,Eva Homo (Oluf Lundt Bang) - 2. forøgede Udg.,da,detector,0.796
Reg001243,Fabeln und Erzählungen (C. F. Gellert),de,detector,0.972
Reg002120,Les Feuilles d'automne (V. Hugo),fr,detector,0.73
Reg001405,Fänrik Ståls sägner (J. L. Runeberg),sv,detector,0.906
Reg001429,Gedichte in niederösterreichischer Mundart (I. F. Castelli),de,detector,0.992
Reg001430,Gedichte in pfälziseher Mundart. 3. Aufl. (Franz von Kobell),de,detector,0.786
Reg001432,"Gedichte, ältere und neuere (1842) (Fr. von Pechlin)",de,detector,0.779
Reg001473,Grabschrift auf meinen Hund (I. F. Castelli),de,detector,0.923
Reg000714,"Den grimme Ælling. Eventyr af H. C. Andersen. Fortalt paa Vers af den 14-aarige Peder Jacobsen i Flemløse (Assens Avis 1872 Nr. 85-88, 3.5., 5.5., 6.5. og 8.5.)",da,detector,0.76
Reg003633,»Göta kom i dans från Seves fjällar -« (Esaias Tegnér). (Tekst),sv,detector,0.842
Reg001535,Hans og Trine (Af Scener i Rosenborg Slotshave) (Poul Møller),da,detector,0.676
Reg001538,Hausschatz der Volkspoesie (Bernhard Wolff),de,detector,0.766
Reg001544,Heidenröslein (J. W. von Goethe),de,detector,0.937
Reg000727,Den hemmelighedsfulde Port (B. S. Ingemann),da,detector,0.942
Reg001591,"Hiawatha (H. W. Longfellow)
se: The Song of Hiawatha",en,detector,0.683
Reg001675,Hälsning till Danmark (Carl Fredrik Ridderstad),sv,detector,0.773
Reg001651,Hundrede Digte efter det Engelske (Caralis Ͻ: C. Preetzmann),da,detector,0.826
Reg001698,I Sorg og i Glæde (Benedicte Arnesen Kall),da,detector,0.889
Reg001739,In der Fürstengruft zu Weimar am 29. Jan. 1846 (Hermann Rollett),de,detector,0.665
Reg000886,Die Jobsiade (Karl Arnold Kortum),de,detector_cue,0.317
Reg001091,"En Julegave i Sang fra Gamle og Unge, samlet af Vilhelm Gregersen",da,detector,0.667
Reg001893,Kirkeklokken i Farum (C. J. Boye),da,detector,0.7
Reg001916,Klänge und Bilder aus Ungarn (J. N. Vogl),sv,detector_cue,0.456
Reg000889,Die Kraniche des Ibykus (Fr. Von Schiller),de,detector_cue,0.332
Reg003213,The Lady of the Lake (W. Scott),en,detector_cue,0.53
Reg002050,Lay of the Last Minstrel (W. Scott),en,detector_cue,0.296
Reg002100,Lebensfahrt (»Ein Lachen und Singen -«) (H. Heine),de,detector,0.927
Reg000893,Die Legende von hl. Katharina (Luise von Bornstedt),de,detector_cue,0.307
Reg001589,Het lelijke jonge eendtjen Andersen naverteld (J. J. L. ten Kate efter HCA),nl,detector,0.866
Reg000599,Das Lied von der Glocke (Fr. von Schiller),de,detector_cue,0.426
Reg002147,Lieder eines Malers mit Randzeichnungen seiner Freunde (Robert Reinick),de,detector,0.998
Reg002149,"Lieder und Bilder. Deutsche Dichtungen mit Randzeichnungen deutscher Künstler (Düsseldorf, Buddeus' Forlag)",de,detector,1.0
Reg002221,Løvfrøen. - Græshopperne drage forbi (Af Vintergrønt) (Vilhelm Bergsøe),da,detector,0.954
Reg002298,"Marfé (F. M. Bodenstedt), 
se: Andreas und Marfa.",de,detector_cue,0.405
Reg002400,Mindesang over de Faldne (»Slumrer sødt i Slesvigs Jord -«). (H. P. Holst),da,detector,0.897
Reg002462,"Nachklänge der alten Geschichte, verhallend bis in die Neuzeit (Fr. von Pechlin)",de,detector,0.989
Reg003220,The North and the South (Elisabeth Barrett Browning),en,detector_cue,0.592
Reg002542,Nye Digte af danske Digtere (Chr. Winther),da,detector,0.743
Reg002609,On Viol and Flute (Edmund W. Gosse),en,detector_cue,0.167
Reg003221,The Pied Piper of Hamelin (R. Browning),en,detector_cue,0.246
Reg002637,"P. L. Møller, død den 10. Decbr. 1865 (Holger Drachmann)",da,detector,0.725
Reg002699,Poems (1871) (Alice McClure Griffin),en,detector_cue,0.39
Reg002725,Poésies complètes (A. T. de La Tour),fr,detector,0.998
Reg002726,Poésies complètes (Alfred de Vigny),fr,detector,0.998
Reg002703,Poetical Works (1851) (Henry W. Long-fellow),en,detector_cue,0.378
Reg002705,Poetischer Hausschatz des deutschen Volkes (Skolebog) (Bernhard Wolff),de,detector,0.819
Reg002730,Prentenboek zooder prenten. Vertellingen van de maan. Door J. J. L. ten Kate. Vierde druk. (1870),nl,detector,0.967
Reg003665,»Presso al Tamigi un fior di Parndiso -« (P.-A. Fiorentino) (Tekst),it,detector_cue,0.54
Reg003222,The Prisoner of Chillon (Byron),en,detector_cue,0.315
Reg002743,"Prolog, fremsagt j Fredags [22.1.1875] i Kasino ved Forestillingen til Indtægt for H. C. Andersens Monument (H. Vilh. Martensen)",da,detector,0.924
Reg002740,Prolog og Program (Ved Casinos 25 Aars Jubilæumsforestilling) (Erik Bøgh),da,detector,0.912
Reg002741,Prolog til den 50. Opførelse af Svend Dyrings Huus (H. P. Holst),da,detector,0.801
Reg002742,Prolog ved Det kgl. Teaters Aabningsforestilling 15.10.1874 (C. Ploug),da,detector,0.833
Reg002840,Romanser ur svenska folklifvet jemte några andra diktér (J. G. Carlén),sv,detector,0.96
Reg002983,Serenaden und Phantasien eines Friesischen Sängers (Harro Harring),de,detector,0.854
Reg003670,"»Sind wir nicht geplagte Wesen?« (Heinrich von Ofterdingen, 6. Kapitel) (Novalis)",de,detector,0.931
Reg003000,Sint-Albaan (Af Krekelzangen) (W. Bilderdijk),nl,detector,0.781
Reg003011,Skabelsen (De Schepping) (J. J. L. ten Kate),nl,detector_cue,0.393
Reg003227,The Song of Hiawatba (H. W. Longfellow),en,detector_cue,0.368
Reg003142,Svenska folkvisor (E. G. Geijer og A. A. Afzelius)),sv,detector,0.861
Reg003166,Søfartens Oprindelse og Virkning (Chr. B. Tullin),da,detector,0.787
Reg003183,Tankebreve fra en Afdød (B. S. Ingemann),da,detector,0.948
Reg003252,Til Grundtvigs Venner. Rimbrev fra F. L. Grundtvig,da,detector,0.658
Reg003280,To Digte af En ung Angelbo (1. Sønderjydsk Sang. 2. Haabets Stjerne) (Koldingposten 30.1.1866),da,detector,0.975
Reg003319,"Trinkspruch in einer literarischen Gesellschaft 1831 (»O, lasset urs in dieser düstern, bangen Zeit -«) (A. von Chamisso)",de,detector,0.997
Reg000915,Die Ulme zu Hirsau (Ludwig Uhland),de,detector_cue,0.308
Reg003389,"Urania über Gott, Unsterblichkeit und Freiheit (C. A. Tiedge)",de,detector,0.973
Reg003565,"[Vandfaldet i Englischer Garten, München] (Moritz Saphir)",de,detector_cue,0.6
Reg003408,"Vaterlandslied (»Stadt Hamburg, in der Elbe Auen -«) (Gemeinnütziger Almanach auf das Jahr 1831) (Tekst)",de,detector,0.998
Reg003410,Ved H. C. Ørsteds Jordefærd (C. Hauch),da,detector,0.846
Reg003679,»Vildt Göta störtade från fjällen -« (Esaias Tegnér) (Tekst),sv,detector,1.0
Reg003591,» Vintern rasat ut bland våra fjällar -« (Herman Sätherberg),sv,detector,0.762
Reg003486,Wanderungen durch den Markt des Lebens. Zweites Buch: Wanderung durch den Markt der Ehre (C. A. Tiedge),de,detector,0.985
Reg003525,Zigeuner-Mährchen (J. W. von Goethe),de,detector,0.991
Reg003688,Ældre og nyere Digte (Rudolph Schmidt),da,detector,0.81
Reg003689,Ældre og nyere Digte (Vilhelm Ͻ: Wilhelm Moldenhawer),da,detector,0.81
Reg000179,Alboin der Longobardenkönig (F. de la Motte Fouqué),la,detector,0.848
Reg000921,Die alte Schachtel (Gustav von und zu Putlitz),de,detector_cue,0.545
Reg000829,"Der arme Teufel, oder Des Pastetenbäckers Robert Leben, Thaten und Höllenfahrt (August Meyer)",de,detector,0.96
Reg000263,Armod og Høimodighed (August von Kotzebue),da,detector,0.796
Reg000830,Der aufrichtigste Freund (E. Scribe og Mélesville),de,detector,0.914
Reg001713,"Il Bandocani (19.1.1834, Teatro Fiano, Rom)",it,detector_cue,0.442
Reg000771,"Der Bauer als Millionär, 
se: Das Mädchen aus der Feenwelt",de,detector,0.947
Reg000922,Die beiden Billeu (Florian ved Anton Wall),de,detector_cue,0.332
Reg000611,Das bemooste Haupt (R. Benedix),de,detector_cue,0.463
Reg000773,Der Besuch im Irrenhaus (Theodor Hell),de,detector,0.864
Reg000348,Besøget i Kjøbenhavn (H. Hertz),da,detector,0.939
Reg002052,"Le Billet de faveur (Laurencin, Cormon og Michel Delaporte)",fr,detector,0.684
Reg000370,Blyspelen. Uit het Hoogduitsch vertaalt. Amsterdam 1747 (L. Holberg),nl,detector,0.976
Reg000632,De borgerlige Stevnemøder (F. B. Hoffman),da,detector,0.779
Reg002054,Le Bouchon de carafe (Dupin og Eugène Grangé),fr,detector_cue,0.183
Reg000874,Die Braut von Messina (Fr. von Schiller),de,detector_cue,0.206
Reg000413,Brylluppet paa Ulfsbjerg (Frans Hedberg)- Se ogsaa: Brölloppet på Ulfåsa,sv,detector,0.886
Reg000415,Brölloppet på Ulfåsa (Frans Hedberg)- Se ogsaa: Brylluppet paa Ulfsbjerg,sv,detector,0.886
Reg000432,Bürger und Junker (Martin Schleich),de,detector_cue,0.499
Reg000433,Bürgerlich und romantisch (Ed. von Bauernfeld),de,detector,0.748
Reg000439,"Canne et parapluie, 
se: Les Égarements d’une canne et d’un parapluie",fr,detector,0.834
Reg002113,Les Caravanes de Mayeux (Ph. Fr. P. Dumanoir og Brisebarre),fr,detector_cue,0.562
Reg000455,"Carl den Tolvte paa Hjemreisen (J. R. Planché, bearbejdet af Karl Töpfer)",da,detector,0.664
Reg000463,"Cendrillon, ou la Pantoufle merveilleuse (Clairville, Albert Monnier og E. Blum)",fr,detector,0.915
Reg000561,"C’est ma fille (18.7.1857, Variétés, Paris).",fr,detector,0.883
Reg000560,César ou Le chien de château (E. Scribe og Varner),fr,detector_cue,0.531
Reg002059,Le Chanson de l'aveugle (Junien),fr,detector,0.799
Reg002096,"Le petit Chaperon rouge (Marionet-Komedie, 22.4.1867, Paris)",fr,detector_cue,0.337
Reg001974,La Chasse du roi (Émile Fontaine),fr,detector_cue,0.294
Reg002061,Le Chevreuil (Léon H ... og Jaime),fr,detector_cue,0.574
Reg000534,Cola di Rienzi (Rud. Kirner),it,detector_cue,0.604
Reg001069,En Colonels Giftermaal (La raison propose ou Un mariage diplomatique) (Paul Duport),fr,detector,0.767
Reg002136,Les conférences chez Beaubicon (Clairville og E. Blum),fr,detector,0.922
Reg000551,"Crinoline den Store (efter Hippolyte Cogniards »La Reine Crinoline«, frit bearbejdet af Erik Bøgh)- Se ogsaa: Dronning Crinoline",da,detector,0.969
Reg001041,"El crisol de la lealtad (Ángel de Saavedra, Hertug af Rivas)",es,detector_cue,0.437
Reg001071,En Cuurmethode (H. Hertz),nl,detector_cue,0.644
Reg001976,La Dame aux camélias (Alexandre Dumas fils),fr,detector_cue,0.415
Reg001978,La Dame et la demoiselle (Empis og Mazères),fr,detector_cue,0.394
Reg002115,Les Demoiselles de St. Cyr (Alexandre Dumas père),fr,detector_cue,0.43
Reg001042,"El desengaño en un sueño (Ángel de Saavedra, Hertug af Rivas)",es,detector,0.877
Reg001033,Ein deutscher Krieger (Eduard von Bauernfeld),de,detector,0.847
Reg002117,Les Deux ânes (Mélesville og P. F. A. Carmouche),fr,detector,0.746
Reg000936,Dieu vous bénisse (A. Ancelot og Paul Duport),fr,detector,0.815
Reg000975,"Don Álvaro ó la fuerza del Sino (Ángel de Saavedra, Hertug af Rivas)",es,detector,0.719
Reg000980,Dorf und Stadt (Charlotte Birch-Pfeiffer),de,detector_cue,0.563
Reg000986,"Drei Tage aus dem Leben eines Spielers (Victor Ducange, bearb. af Louis Angely)",de,detector,0.856
Reg001005,Drøm og Virkelighed (anonymt),da,detector,0.875
Reg001007,"Due case in una casa (L. B. Picard, Wafflard og Fulgence)",it,detector_cue,0.292
Reg000776,Der Eckensteher Nante im Verhör (Friedr. Beckmann),de,detector,0.752
Reg001968,L'École des bourgeois (d'Allainval),fr,detector,0.729
Reg002138,Les Égarements d'une canne et d'un parapluie (Duvert og Lauzanne),fr,detector,0.835
Reg001038,Einer von ünsere Leut' (O. F. Berg),de,detector_cue,0.601
Reg001050,Elisabetta regina d'Inghilterra (Paolo Giacometti),it,detector,0.862
Reg001059,Embedsiver eller Herr og Fru Møller (J. F. A. Bayard),da,detector,0.708
Reg001146,Endlich bat er es doch gutgemaht (Albin von Meddlhammer),de,detector,0.829
Reg002119,Les Enfants d'Edouard (C. Delavigne),fr,detector,0.782
Reg001173,Er ist nieht eifersüchtig (Alexander Elz),de,detector,0.983
Reg001225,Eulenspiegel oder Schabenack über Schabernack (J. N. Nestroy),de,detector,0.794
Reg001229,"Europæerne i Amerika (Marionetkomedie, 3.2.1841, Teatro Fiano, Rom)",da,detector,0.993
Reg001201,"Et Eventyr i Dyrehaven, eller: Cassanders opdagede Trædskhed (H. Hertz)",da,detector,0.92
Reg001076,En Familie paa Moden (efter V. Sardou af Erik Bøgh),nl,detector_cue,0.283
Reg001252,"Far male per far male (31.5.1846, Teatro Fiorentini, Napoli)",it,detector_cue,0.174
Reg002067,Le Fils de Giboyer (E. Augier),fr,detector_cue,0.381
Reg002014,"La finta strega (efter W. Scott: »Guy Mannering«, 12.6.1846, Teatro Fiorentini, Napoli)",it,detector_cue,0.239
Reg001313,"Foliquet, coiffeur des dames (Paul Duport og Laurencin)",fr,detector,0.729
Reg002069,Le François à Londres (Boissy),fr,detector,0.903
Reg001379,Freien nach Vorschrift (Karl Töpfer),de,detector,0.86
Reg001384,Freuden und Leiden eines Kranken (Franz von Kurländer),de,detector,0.788
Reg003209,The Frozen Deep (Wilkie Collins),en,detector_cue,0.411
Reg000706,Den første Kjærlighed (E. Scribe),da,detector,0.673
Reg002121,"Les Gardes du roi de Siam (Cormon, Grangé og Delacour)",fr,detector_cue,0.255
Reg001425,Gaston van Frankrijk (Arnould og Fournier),nl,detector,0.827
Reg000878,Die Gefangenen der Czarin (J. F. A. Bayard),de,detector,0.694
Reg000926,Die gefährliche Tante (Albini Ͻ: Albin von Meddlhammer),de,detector,0.97
Reg000590,Das Gefängnis (Roderich Benedix),de,detector,0.654
Reg001443,Georges et Thérese (Louis Auvray),fr,detector_cue,0.216
Reg000591,Das Gespenst auf der Bastei (Karl Meisl),de,detector_cue,0.627
Reg001448,Gienfærdet paa Herlufsholm (A. Oehlenschlæger),da,detector,0.854
Reg001034,Ein glücklicher Familienvater (Karl August Görner),de,detector,0.959
Reg000612,Das goldene Lamm (J. Sonnleithner),de,detector_cue,0.294
Reg000613,Das goldene Vliess (Fr. Grillpazer),de,detector_cue,0.497
Reg000882,Die Günstlinge (Charlotte Birch-Pfeiffer),de,detector,0.999
Reg001513,Götz von Berlichingen (J. W. von Goethe),de,detector,0.671
Reg000785,"Der Hausmeister in tausenden Aengsten (24.8.1857, Hofteatret, Dresden)",de,detector,0.907
Reg001553,"Helene oder die Körbe (27.11.1840, München)",de,detector_cue,0.356
Reg001595,"Hinter dem häuslichen Herd (25.10. 1860, Hofteatret, Dresden)",de,detector,0.769
Reg001636,"Hr. Møller, Hr. og Fru Møller, 
se: Embedsiver",da,detector,0.692
Reg001645,"Huismiddel tegen schoonmoeders (Rezept gegen Schwiegermütter) (efter det Spanske af Kong Ludwig I af Bayern, oversat af J. Both J. Jzn.)",de,detector_cue,0.542
Reg002122,"Les Hures graves (Ph. Fr. P. Dumanoir, Paul Siraudin og Louis Clairville)",fr,detector_cue,0.264
Reg001026,"Ein Hut (Le Chapeau d'un horloger) (Delphine Girardin, bearb. af Moritz Grandjean)",fr,detector_cue,0.557
Reg001676,Häuslichen Wirren (J. Lederer),de,detector,0.948
Reg003586,lch bleibe ledig (Karl Blum),de,detector,0.888
Reg003587,lndqvarteringen (H. Hertz),sv,detector,0.684
Reg001772,Jagten paa Søeborg (Mønster?),da,detector,0.741
Reg002072,Le Jeu de l’amour et du hasard (Marivaux),fr,detector_cue,0.577
Reg001809,Johann von Oesterreich (Julius Mosen),de,detector,0.755
Reg001829,"Jovial, stadstjenare och poet (Théaulon og Choquart)",sv,detector_cue,0.352
Reg000887,Die Jungfrau von Orleans (Fr. von Schiller),de,detector_cue,0.55
Reg001863,Kabale und Liebe (Fr. von Schiller),de,detector_cue,0.232
Reg001875,"Karel Skreta, malír (V. A. Swoboda)",es,detector_cue,0.446
Reg000595,"Das Kasernen-Zimmer (1.12.1840, München)",de,detector_cue,0.534
Reg001891,Kierlighed uden Strømper (J. H. Wessel),da,detector,0.824
Reg000888,Die Kinder des Regiments (Friedrich Blum),de,detector_cue,0.344
Reg001898,Kjærlighed og Politik (Viggo Hindberg),da,detector,0.677
Reg001904,Kjøbmanden i Venedig (W. Shakespeare),da,detector,0.952
Reg000596,Das Käthchen von Heilbronn (Heinrich von Kleist),de,detector_cue,0.597
Reg000891,"Die Königin von sechzehn Jahre (Bayard, overs. af Theodor Hell)- Se ogsaa: Dronningen paa 16 Aar (Sp. 60)",de,detector,0.679
Reg000892,Die Königstochter ein Bettlerweib (Ernst Raupach),de,detector,0.894
Reg002033,"Landet fundet og forsvundet (A. Oehlenschlæger), 
se: De to Armringe",da,detector,0.974
Reg002101,Leichtsinn aus Liebe (Ed. von Bauernfeld),de,detector,0.904
Reg002103,Lenore oder die Vermählung am Grabe (Karl von Holtei),de,detector,0.844
Reg000562,D'letzte Fensterln (Johann Gabriel Seidl),de,detector,0.942
Reg000598,Das Liebesprotokoll (E. von Bauernfeld),de,detector,0.707
Reg001138,"En lille Heks (Ad. Recke og P. Aalborg, bearbejdet efter en tysk Dramatisering (»Die Grille«) af George Sands Roman »La petite Fadette«)- Se ogsaa: Die Grille.",da,detector,0.971
Reg000733,Den lille Hyrdedreng (A. Oehlenschlæger),da,detector,0.718
Reg002160,Lindane oder Die Fee und der Haarbeutelschneider (A. Bäuerle),de,detector,0.727
Reg001044,El loco de la Guardilla (Narciso Serra),es,detector_cue,0.372
Reg000895,Die Luftschlösser (A. F. Weidner),de,detector,0.977
Reg001027,Ein Lustspiel (R. Benedix),de,detector,0.84
Reg002200,Lycksalighetens ö (P. D. A. Atterbom),sv,detector,0.984
Reg000793,Der Lügner und sein Sohn (K. Meisl),de,detector,0.803
Reg000854,Det lykkelige Skibbrud (L. Holberg),da,detector,0.743
Reg000646,De lystige Koner i Windsor (W. Shakespeare)- Se ogsaa: The Merry Wives of Windsor,en,detector_cue,0.364
Reg002230,"Madame d'Egmont, ou Sont-elles deux? (J. Ancelot og Decomberousse)",fr,detector,0.825
Reg002231,"Mademoiselle Déjazet au Sérail, ou Le Palais-Royal en 1872 (J. F. A. Bayard og Gabriel de Lurieu)",fr,detector,0.7
Reg002297,"Marco Sciarra, apperettatore de Io quartiere de puorto ossia l'ommo che nun se fa li fatte suoie cu la Ianterna va truvanno guaie (Orazio Schiano)",it,detector,0.979
Reg002300,"Margherita di Waldemar, regina delle tre corone del Nord (G. C. Cosenza)",it,detector_cue,0.557
Reg002077,Le Mariage au tambour (Ad. de Leuven og Brunswick)- Se ogsaa: Et Giftermaal ved Trommen,nl,detector_cue,0.451
Reg002078,Le Mariage de Figaro (Beaumarchais),fr,detector_cue,0.508
Reg000794,"Der Maschinenbauer, 
se: Capital og Arbeide",de,detector,0.717
Reg002368,Mejonkvrouw de La Seiglière (Jules Sandeau)- Se ogsaa: Slottet i Poitou,nl,detector,0.921
Reg003218,The Merry Wives of Windsor (W. Shakespeare)- Se ogsaa: De lystige Koner i Windsor.,en,detector_cue,0.364
Reg002127,Les Métamorphoses de Bougival (Adolphe Favre og Ad. Stel),fr,detector_cue,0.583
Reg002393,Mille et une nuits (Th. og H. Cogniard),fr,detector_cue,0.462
Reg002395,Min Onkels Slaabrok (De Huisjapon van mij' Oom) (Vrij naar het Hoogduitsch door J. Both J. Jzn),nl,detector_cue,0.466
Reg002411,Mirandolina (La locandiera) (Goldoni),it,detector_cue,0.526
Reg002419,Mit der Feder (Sigmund Schlesinger),de,detector_cue,0.188
Reg002125,Les Mousquetaires du carneval (Eugène Grangé og Lambert Thibouet),fr,detector_cue,0.327
Reg002445,Mutter und Sohn (Charlotte Birch-Pfeiffer),de,detector_cue,0.376
Reg000797,Der Müller und sein Kind (Ernst Raupach),de,detector_cue,0.47
Reg000600,Das Mädchen aus der Feenwelt oder der Bauer als Millionär (Ferd. Raimund),de,detector,0.953
Reg002451,Mönch und Soldat (Friedrich Kaiser),de,detector_cue,0.283
Reg002457,"Naar Djævelen banker paa! (Benjamin Feddersen, Intrigen efter Dupeutys, Dumersans og Gabriels »Victorine ou la nuit porte conseil«)",da,detector,0.836
Reg002461,Nach Sonnenuntergang (Louis Angely),de,detector,0.936
Reg002463,Nacht und Morgen (Charlotte Birch-Pfeiffer),de,detector_cue,0.434
Reg002466,"Nante, 
se: Der Eckensteher Nante im Verhör",de,detector,0.757
Reg002496,Nehmt ein Exempel dran! (Karl Töpfer)- Se ogsaa: Seer Jer i Speil,de,detector_cue,0.597
Reg000902,"Die Nibelungen (E. Geibel), 
se: Brunhild",de,detector_cue,0.649
Reg000903,Die Nibelungen (Fr. Hebbel),de,detector,0.762
Reg001995,La Nouvelle Psyché (Félicien Mallefille),fr,detector,0.721
Reg001996,La Nuit de Mardi-gras (Emile Fontaine),fr,detector_cue,0.205
Reg002537,Nur eine Seele (Wilhelm Wolfsohn),de,detector_cue,0.526
Reg000745,"Den oldenborgske Stamme i Danmark. En Cyclus af Skuespil (Christjern, Kongefader. - Kong Hans) (Benedicte Arnesen Kall)",da,detector,0.782
Reg001966,L'Orphelin de la Chine (Henri Dupin),fr,detector_cue,0.282
Reg002129,Les Orphelines du faubourg (E. Thirion og Hippolyte Bedeau),fr,detector_cue,0.543
Reg000904,Die Osternacht (Wilhelm Wolfsohn),de,detector_cue,0.487
Reg002660,Passions-Skuespillet i Oberammergau (J. A. Daisenberger),da,detector,0.674
Reg002081,"Le Pavé des journaux (6.2.1863, Délassements-Comiques, Paris)",fr,detector,0.824
Reg003372,Un Péché de jeunesse (J. Samson og Jules de Wailly),fr,detector,0.931
Reg001045,El perro del castello (César ou Le chien du château) (E. Scribe og A. F. Varner),fr,detector_cue,0.366
Reg002131,Les Petits mystères de Paris (D. Chs. Dupeuty og Eug. Cormon),fr,detector,0.834
Reg002098,Le pied de mouton (Martainville og Ribié)- Se ogsaa: Mefistofeles (Ballet),fr,detector_cue,0.175
Reg002132,"Les Pilules du Diable (F. Laloue, Bourgeois og Laurent)",fr,detector,0.834
Reg000747,Den politiske Kandestøber (L. Holberg),da,detector,0.933
Reg001028,Ein Posse als Medizin (Friedr. Kaiser),de,detector_cue,0.57
Reg002734,"Prindsessen i den sovende Skov, 
se: To Tidsaldre",da,detector,0.776
Reg002738,Prinz Friedrich von Homburg (Heinrich von Kleist),de,detector,0.722
Reg002002,La Prise de Pékin (Ad. Dennery),fr,detector,0.831
Reg002761,Qvækeren og Dandserinden (E. Scribe og Paul Duport),da,detector,0.767
Reg000907,Die Reise zur Hochzeit (J. W. Lembert),de,detector,0.926
Reg002088,Le Retour ou La suite du Michel et Christine (E. Scribe og J. H. Dupin),fr,detector_cue,0.499
Reg002818,Robert und Bertram (Gustav Räder),de,detector_cue,0.19
Reg002841,Romantiske Dramer. En Kjøbmands Datter og en Kongesøn. Drømmeren (J. M. Thiele),da,detector,0.969
Reg002850,Rose und Röschen (Charlotte Birch-Pfeiffer),de,detector_cue,0.583
Reg002928,Samlede Skuespil ved K. L. Rahbek l-IV (P. A. Heiberg),da,detector,0.95
Reg002169,"Lo schiavo di S. Domingo [efter V. Hugos Roman Bug Jargal] (31.5.1846, Teatro Fiorentini, Napoli)",it,detector_cue,0.218
Reg000608,Das Schloss Limburg (Benott-Joseph Marsollier),de,detector_cue,0.552
Reg000802,Der Schneider und sein Sohn (Thomas Morton).,de,detector_cue,0.551
Reg000910,Die Schule der Verliebten (Karl Blum efter J. Sheridan Knowles: »The Love-Chase«),de,detector,0.925
Reg000911,Die Schule des Lebens (Ernst Raupach),de,detector,0.729
Reg000913,Die Schärpe und die Blume (Calderón de la Barca),de,detector_cue,0.457
Reg002977,Seer Jer i Speil (Karl Töpfer)- Se ogsaa: Nehmt ein Exempel dran!,de,detector_cue,0.597
